# scer_disaggregation_recovery_long.txt 
# Generated:  Thu Sep 10 02:25:21 2015 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell, 2015 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment name
#   rep: biological replicate
#   time: minutes post heat-shock
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.ctrl: summed intensity for control (unshocked) sample
#   intensity.pre: summed intensity for shocked sample, pre-shock label
#   intensity.post: summed intensity for shocked sample, post-shock label
#   ratio.pre: normalized median ratio pre-shock label to unshocked
#   ratio.post: normalized median ratio post-shock label to unshocked
#   ratio.sum: ratio.pre + ratio.post
# 
orf	gene	experiment	rep	time	n.detections	n.peptides	intensity.ctrl	intensity.pre	intensity.post	ratio.pre	ratio.post	ratio.sum
YBR088C	POL30	42C10min.30C0min	rep1	0	14	6	24505016	32359857	7697245	1.0755	0.0664	1.1418
YBR089C-A	NHP6B	42C10min.30C60min	rep1	60	4	3	18085070	11923940	2942177	0.7274	0.1684	0.8958
YBR089C-A	NHP6B	42C10min.30C20min	rep1	20	5	2	17571600	11358700	1512283	0.9976	0.1201	1.1177
YBR089C-A	NHP6B	42C10min.30C0min	rep1	0	3	1	5309500	4561700	569214	0.8297	0.0383	0.868
YBR090C	NA	42C10min.30C60min	rep1	60	1	1	1004400	2665000	291430	3.094	0.3383	3.4323
YBR091C	TIM12	42C10min.30C0min	rep1	0	1	1	170710	7549600	96650	37.1186	0.4752	37.5938
YBR091C	TIM12	42C10min.30C20min	rep1	20	1	1	182990	4980400	35695	35.2616	0.2527	35.5144
YBR092C	PHO3	42C10min.30C20min	rep1	20	6	3	19770840	12158230	2919107	0.8416	0.1466	0.9882
YBR092C	PHO3	42C10min.30C60min	rep1	60	11	3	66176080	44144720	12877550	0.828	0.2254	1.0534
YBR092C	PHO3	42C10min.30C0min	rep1	0	2	1	8431900	6548200	2279000	0.6983	0.2352	0.9335
YBR094W	PBY1	42C10min.30C60min	rep1	60	3	3	5654770	4996520	1122564	1.0358	0.1444	1.1802
YBR094W	PBY1	42C10min.30C0min	rep1	0	2	1	376101	463020	81088	1.1695	0.2619	1.4315
YBR094W	PBY1	42C10min.30C20min	rep1	20	2	2	2186820	1666980	171720	0.9941	0.1123	1.1064
YBR095C	RXT2	42C10min.30C0min	rep1	0	1	1	0	958730	0	Inf	NA	NA
YBR095C	RXT2	42C10min.30C20min	rep1	20	1	1	523590	320180	28569	0.7923	0.0707	0.863
YBR101C	FES1	42C10min.30C20min	rep1	20	9	6	13695310	21528210	9675360	2.0127	0.7769	2.7897
YBR101C	FES1	42C10min.30C60min	rep1	60	11	7	36879770	51565500	19225240	1.9012	0.722	2.6232
YBR101C	FES1	42C10min.30C0min	rep1	0	11	4	28355180	37992613	4692272.3	0.9816	0.1121	1.0937
YBR102C	EXO84	42C10min.30C60min	rep1	60	2	2	671580	489836	584260	Inf	Inf	Inf
YBR102C	EXO84	42C10min.30C20min	rep1	20	2	1	1266540	695480	100638	0.713	0.1036	0.8166
YBR103W	SIF2	42C10min.30C60min	rep1	60	1	1	371070	270000	55423	0.8485	0.1742	1.0226
YBR109C	CMD1	42C10min.30C0min	rep1	0	12	5	57797190	49655660	4799732	0.7828	0.1165	0.8993
YBR109C	CMD1	42C10min.30C20min	rep1	20	18	6	85159160	54059220	7751113.3	0.8892	0.0968	0.986
YBR109C	CMD1	42C10min.30C60min	rep1	60	19	6	200794690	132929690	25982990	0.7338	0.1564	0.8902
YBR111C	YSA1	42C10min.30C20min	rep1	20	14	5	46246440	38666070	2005717.4	1.052	0.0253	1.0773
YBR111C	YSA1	42C10min.30C60min	rep1	60	14	6	138439440	96948860	17038345	0.9417	0.0959	1.0376
YBR111C	YSA1	42C10min.30C0min	rep1	0	4	2	5387770	6819690	257965.8	0.9875	0.0161	1.0036
YBR112C	CYC8	42C10min.30C20min	rep1	20	8	6	10039350	6136080	869738	0.7668	0.0629	0.8297
YBR112C	CYC8	42C10min.30C60min	rep1	60	3	3	7961400	5563660	831639	0.9165	0.0375	0.9541
YBR121C	GRS1	42C10min.30C0min	rep1	0	61	24	259828790	275374530	40655109	0.931	0.0439	0.9749
YBR121C	GRS1	42C10min.30C20min	rep1	20	82	29	662970620	500790020	107347353	0.9552	0.0698	1.025
YBR121C	GRS1	42C10min.30C60min	rep1	60	63	27	794227550	569900040	130393181	0.8558	0.1368	0.9926
YBR126C	TPS1	42C10min.30C0min	rep1	0	22	9	53352100	48861990	7243706	0.8045	0.0407	0.8451
YBR126C	TPS1	42C10min.30C20min	rep1	20	40	12	146871920	96402980	14715806	0.8584	0.0813	0.9397
YBR126C	TPS1	42C10min.30C60min	rep1	60	35	15	257604800	211239330	68200857	0.9074	0.2786	1.1861
YBR127C	VMA2	42C10min.30C20min	rep1	20	101	29	1248192080	742708948	72890309	0.7831	0.0661	0.8491
YBR127C	VMA2	42C10min.30C60min	rep1	60	102	28	2352694730	1645324050	254565007	0.8243	0.1144	0.9387
YBR127C	VMA2	42C10min.30C0min	rep1	0	100	21	408536375	375893860	33032769.1	0.7757	0.0404	0.8162
YBR130C	SHE3	42C10min.30C60min	rep1	60	3	2	5420500	3946200	1107020	0.8931	0.3909	1.284
YBR133C	HSL7	42C10min.30C20min	rep1	20	2	2	875080	74276320	51912735	101.2565	70.7462	172.0027
YBR135W	CKS1	42C10min.30C60min	rep1	60	4	3	26292000	18218800	4575450	0.7571	0.1847	0.9418
YBR135W	CKS1	42C10min.30C20min	rep1	20	4	3	7682950	4206320	764725	0.7578	0.0351	0.7928
YBR135W	CKS1	42C10min.30C0min	rep1	0	1	1	421910	279880	0	0.5568	0	0.5568
YBR140C	IRA1	42C10min.30C60min	rep1	60	4	4	60588200	43887870	6102090	0.8358	0.1007	0.9365
YBR142W	MAK5	42C10min.30C20min	rep1	20	1	1	1607800	799050	166380	0.6439	0.1341	0.778
YBR143C	SUP45	42C10min.30C0min	rep1	0	10	8	33139852	13162600	5891187.4	0.2862	0.1003	0.3866
YBR143C	SUP45	42C10min.30C60min	rep1	60	31	14	242893160	178231620	46062740	0.8592	0.2136	1.0728
YBR143C	SUP45	42C10min.30C20min	rep1	20	25	14	89896030	57488068	7878630.1	0.7468	0.0372	0.784
YBR145W	ADH5	42C10min.30C0min	rep1	0	1	1	5594500	7133900	1805100	1.0703	0.2708	1.3411
YBR145W	ADH5	42C10min.30C60min	rep1	60	2	2	12661300	7791400	3834100	0.9364	0.4079	1.3443
YBR146W	MRPS9	42C10min.30C0min	rep1	0	2	1	2107300	2212300	105943	0.8811	0.0422	0.9233
YBR149W	ARA1	42C10min.30C0min	rep1	0	15	8	40920460	41878000	10983170	0.8373	0.1138	0.9512
YBR149W	ARA1	42C10min.30C20min	rep1	20	30	13	119652020	87419260	17255796	0.8762	0.1125	0.9886
YBR149W	ARA1	42C10min.30C60min	rep1	60	23	11	176267700	139253600	44688730	0.8342	0.2218	1.056
YBR151W	APD1	42C10min.30C0min	rep1	0	3	2	4963430	6119900	3816900	1.0345	1.7536	2.7881
YBR151W	APD1	42C10min.30C60min	rep1	60	2	2	4473160	2964690	1778023	0.7708	0.3249	1.0957
YBR151W	APD1	42C10min.30C20min	rep1	20	2	2	10552700	5492800	11909000	0.6415	1.0339	1.6754
YBR153W	RIB7	42C10min.30C60min	rep1	60	1	1	577710	360900	0	0.7285	0	0.7285
YBR153W	RIB7	42C10min.30C20min	rep1	20	1	1	0	12881	0	Inf	NA	NA
YBR154C	RPB5	42C10min.30C0min	rep1	0	1	1	2834100	2878800	233530	0.8526	0.0692	0.9217
YBR154C	RPB5	42C10min.30C20min	rep1	20	1	1	5610300	2226900	4085400	0.5143	0.9434	1.4577
YBR155W	CNS1	42C10min.30C20min	rep1	20	8	6	6233310	5331390	1983032.7	1.1045	0.0217	1.1261
YBR155W	CNS1	42C10min.30C60min	rep1	60	9	7	16760200	16217840	7951910	0.9194	0.1884	1.1078
YBR155W	CNS1	42C10min.30C0min	rep1	0	1	1	1312700	1203700	202090	0.7696	0.1292	0.8988
YBR160W	CDC28	42C10min.30C60min	rep1	60	5	3	12656780	12664570	3085104	0.9455	0.3203	1.2658
YBR160W	CDC28	42C10min.30C20min	rep1	20	3	2	863120	1298590	316408	1.0572	0.4497	1.5069
YBR160W	CDC28	42C10min.30C0min	rep1	0	3	1	3101580	2224690	1019500	0.6233	0	0.6233
YBR162C	TOS1	42C10min.30C60min	rep1	60	4	3	6781720	2112777	1548036	0.2839	0.2487	0.5326
YBR162C	TOS1	42C10min.30C20min	rep1	20	3	2	3035440	741470	142018	0.4193	0.0572	0.4765
YBR164C	ARL1	42C10min.30C20min	rep1	20	4	4	4455260	4251080	2389027	1.1642	0.0625	1.2267
YBR164C	ARL1	42C10min.30C60min	rep1	60	6	4	27317600	18116840	3562700	0.828	0.1056	0.9335
YBR166C	TYR1	42C10min.30C20min	rep1	20	5	3	9084230	4811940	167895.7	0.7407	0.0211	0.7618
YBR166C	TYR1	42C10min.30C60min	rep1	60	3	2	5508380	6018010	2066960	1.3247	0.4511	1.7758
YBR169C	SSE2	42C10min.30C20min	rep1	20	11	6	52684022	107352947	21668498.5	1.0875	0.1532	1.2408
YBR169C	SSE2	42C10min.30C0min	rep1	0	6	2	1218062	1206080	32939	0.9183	0	0.9183
YBR169C	SSE2	42C10min.30C60min	rep1	60	9	8	28921900	41203180	11008460	1.3389	0.3411	1.68
YBR170C	NPL4	42C10min.30C60min	rep1	60	2	2	1591240	1610890	1441890	1.317	1.2376	2.5546
YBR170C	NPL4	42C10min.30C20min	rep1	20	1	1	1043400	541020	98697	0.6718	0.1226	0.7943
YBR177C	EHT1	42C10min.30C20min	rep1	20	1	1	626820	417660	30424	0.8633	0.0629	0.9262
YBR177C	EHT1	42C10min.30C60min	rep1	60	1	1	1051600	673290	281640	0.7466	0.3123	1.0589
YBR189W	RPS9B	42C10min.30C0min	rep1	0	63	12	778352490	890195010	32732114	1.0119	0.0325	1.0444
YBR189W	RPS9B	42C10min.30C20min	rep1	20	61	15	1986037960	1516837930	151530687	0.948	0.0219	0.9699
YBR189W	RPS9B	42C10min.30C60min	rep1	60	41	14	1296864100	870358130	61216290	0.76	0.0482	0.8082
YBR191W	RPL21A	42C10min.30C0min	rep1	0	18	5	104300760	130422870	5700949	1.0518	0.0694	1.1213
YBR191W	RPL21A	42C10min.30C20min	rep1	20	21	6	1102648460	889549050	122515541.1	0.9615	0.0436	1.005
YBR191W	RPL21A	42C10min.30C60min	rep1	60	21	6	722365200	555210900	94151470	0.9206	0.0683	0.9889
YBR194W	AIM4	42C10min.30C60min	rep1	60	2	2	2930000	6155230	742900	2.204	0.3078	2.5118
YBR194W	AIM4	42C10min.30C0min	rep1	0	1	1	117900	9143.2	9551.3	0.0651	0.068	0.1331
YBR196C	PGI1	42C10min.30C0min	rep1	0	113	23	880863992	1023384215	64339828.7	0.9396	0.0444	0.984
YBR196C	PGI1	42C10min.30C20min	rep1	20	115	23	2467481524	1892416993	151751848.37	0.9518	0.049	1.0007
YBR196C	PGI1	42C10min.30C60min	rep1	60	109	24	3333675970	2417516390	320410855	0.8283	0.0976	0.9259
YBR197C	NA	42C10min.30C60min	rep1	60	1	1	1670700	1290500	194440	0.9007	0.1357	1.0364
YBR198C	TAF5	42C10min.30C60min	rep1	60	1	1	997270	551510	96427	0.6449	0.1127	0.7576
YBR198C	TAF5	42C10min.30C20min	rep1	20	1	1	127390	11207	2713.7	0.114	0.0276	0.1416
YBR199W	KTR4	42C10min.30C0min	rep1	0	1	1	634340	191150	932450	0.2529	1.2338	1.4867
YBR202W	MCM7	42C10min.30C60min	rep1	60	3	3	1301108	724907	2393954	0.8634	0.6012	1.4646
YBR202W	MCM7	42C10min.30C0min	rep1	0	1	1	349420	128420	0	0.3085	0	0.3085
YBR202W	MCM7	42C10min.30C20min	rep1	20	1	1	562550	323170	3349100	0.7443	7.7132	8.4574
YBR204C	LDH1	42C10min.30C60min	rep1	60	2	1	2679990	1836060	217219	0.9292	0.102	1.0311
YBR214W	SDS24	42C10min.30C20min	rep1	20	2	2	5172500	4511200	898060	1.0934	0.297	1.3903
YBR214W	SDS24	42C10min.30C60min	rep1	60	2	2	7059800	5564200	3163800	0.9195	0.6235	1.543
YBR215W	HPC2	42C10min.30C0min	rep1	0	2	2	1909150	31944456	3450100	10.03	1.0818	11.1118
YBR218C	PYC2	42C10min.30C20min	rep1	20	48	27	160026540	118067130	25410794.3	0.8532	0.0869	0.94
YBR218C	PYC2	42C10min.30C60min	rep1	60	55	30	412519810	279075830	96120604.7	0.7995	0.1344	0.9338
YBR218C	PYC2	42C10min.30C0min	rep1	0	22	12	49019790	53594200	9195321	0.938	0.0821	1.0201
YBR221C	PDB1	42C10min.30C20min	rep1	20	15	10	172166200	110129410	8594706	0.8563	0.0732	0.9295
YBR221C	PDB1	42C10min.30C60min	rep1	60	11	8	75171100	47581260	14163430	0.7523	0.1725	0.9248
YBR221C	PDB1	42C10min.30C0min	rep1	0	5	2	6563770	5059030	996729	0.6687	0.2142	0.8829
YBR225W	NA	42C10min.30C60min	rep1	60	1	1	466970	386550	90741	0.9653	0.2266	1.1918
YBR227C	MCX1	42C10min.30C0min	rep1	0	1	1	52622	85433	0	1.3627	0	1.3627
YBR227C	MCX1	42C10min.30C60min	rep1	60	2	1	5294700	3807800	373990	0.8437	0.0824	0.9262
YBR233W-A	DAD3	42C10min.30C60min	rep1	60	1	1	560070	421760	302910	0.8781	0.6307	1.5088
YBR233W-A	DAD3	42C10min.30C0min	rep1	0	1	1	1347300	1215000	10109	0.7569	0.0063	0.7632
YBR234C	ARC40	42C10min.30C20min	rep1	20	6	4	32060900	20461210	3950790	0.7646	0.0838	0.8484
YBR234C	ARC40	42C10min.30C60min	rep1	60	9	6	79613300	59214300	10996080	0.9947	0.1472	1.1419
YBR234C	ARC40	42C10min.30C0min	rep1	0	3	2	6665500	4278200	395278	0.6267	0.0722	0.6989
YBR242W	NA	42C10min.30C20min	rep1	20	1	1	701290	395840	37683	0.7313	0.0696	0.8009
YBR242W	NA	42C10min.30C0min	rep1	0	2	1	244530	266890	77099	0.9299	0.2688	1.1987
YBR244W	GPX2	42C10min.30C0min	rep1	0	2	1	6505000	6718500	276420	0.8824	0.0359	0.9183
YBR244W	GPX2	42C10min.30C20min	rep1	20	7	2	43392400	32983000	3438298	1.0748	0.0847	1.1594
YBR244W	GPX2	42C10min.30C60min	rep1	60	8	3	43402600	40593170	3445347	0.913	0.092	1.005
YBR245C	ISW1	42C10min.30C20min	rep1	20	5	3	3795740	2280860	255873	0.7544	0.071	0.8254
YBR245C	ISW1	42C10min.30C0min	rep1	0	6	3	4381480	3665080	463726	0.7184	0.0706	0.789
YBR245C	ISW1	42C10min.30C60min	rep1	60	6	5	11638530	6103030	3637277	0.6053	0.1976	0.8029
YBR247C	ENP1	42C10min.30C60min	rep1	60	3	3	6981500	4721400	868410	0.8014	0.097	0.8984
YBR247C	ENP1	42C10min.30C0min	rep1	0	3	1	1169060	381910	359597	0.2706	0.1185	0.3891
YBR247C	ENP1	42C10min.30C20min	rep1	20	5	4	8635170	3149970	276905.1	0.4965	0.0436	0.5401
YBR248C	HIS7	42C10min.30C0min	rep1	0	8	5	5872490	8483360	608093	0.9834	0.0632	1.0466
YBR248C	HIS7	42C10min.30C20min	rep1	20	14	9	64857960	50826500	5755270	1.0003	0.0704	1.0707
YBR248C	HIS7	42C10min.30C60min	rep1	60	15	10	63834700	44959650	9810321	0.8729	0.1592	1.0321
YBR249C	ARO4	42C10min.30C60min	rep1	60	33	13	374951510	259969620	41739551	0.8644	0.1119	0.9763
YBR249C	ARO4	42C10min.30C20min	rep1	20	24	12	114958720	94398140	15619143	0.9985	0.1091	1.1076
YBR249C	ARO4	42C10min.30C0min	rep1	0	28	10	70387979	91197757	15841151.88	1.0345	0.0702	1.1048
YBR252W	DUT1	42C10min.30C20min	rep1	20	5	3	15290070	10563550	618550	0.9334	0	0.9334
YBR252W	DUT1	42C10min.30C60min	rep1	60	3	2	13505100	9696600	1439360	0.8387	0.1606	0.9994
YBR256C	RIB5	42C10min.30C20min	rep1	20	5	4	20018860	12372024	4213380	0.8388	0.2628	1.1016
YBR256C	RIB5	42C10min.30C60min	rep1	60	5	3	16979300	14545100	4427010	0.9423	0.1688	1.1111
YBR258C	SHG1	42C10min.30C60min	rep1	60	1	1	794900	537660	125380	0.7887	0.1839	0.9726
YBR261C	TAE1	42C10min.30C60min	rep1	60	2	2	5390900	2497160	1785120	0.523	0.3816	0.9045
YBR261C	TAE1	42C10min.30C20min	rep1	20	1	1	1771200	376700	43419	0.2755	0.0318	0.3073
YBR263W	SHM1	42C10min.30C0min	rep1	0	14	4	19272010	20046990	4407882	0.8852	0.1001	0.9852
YBR263W	SHM1	42C10min.30C20min	rep1	20	11	10	53805800	36738750	11035111	0.7786	0.0789	0.8575
YBR263W	SHM1	42C10min.30C60min	rep1	60	17	8	166881000	120057120	27376030	0.9164	0.1615	1.0779
YBR267W	REI1	42C10min.30C60min	rep1	60	2	2	1643640	1119250	220542	0.7629	0.1887	0.9516
YBR267W	REI1	42C10min.30C20min	rep1	20	1	1	1088700	18170	0	0.0216	0	0.0216
YBR268W	MRPL37	42C10min.30C0min	rep1	0	1	1	0	2498400	23033	Inf	Inf	Inf
YBR268W	MRPL37	42C10min.30C20min	rep1	20	1	1	2454800	1589300	1254500	0.8388	0.6621	1.5009
YBR270C	BIT2	42C10min.30C20min	rep1	20	1	1	1263400	857340	661740	0.8792	0.6786	1.5578
YBR272C	HSM3	42C10min.30C60min	rep1	60	3	2	2467410	3455070	1343501	0.9812	0.247	1.2282
YBR272C	HSM3	42C10min.30C20min	rep1	20	1	1	306760	193200	84356	0.816	0.3563	1.1722
YBR273C	UBX7	42C10min.30C60min	rep1	60	1	1	1061300	953290	593830	1.0474	0.6525	1.6999
YBR281C	DUG2	42C10min.30C20min	rep1	20	2	2	2201530	1277550	1106879	0.8774	0.4555	1.3329
YBR286W	APE3	42C10min.30C0min	rep1	0	11	6	80392750	89018900	16623040	0.9996	0.164	1.1636
YBR286W	APE3	42C10min.30C20min	rep1	20	24	10	214668200	150527790	21076550	0.9425	0.1186	1.0611
YBR286W	APE3	42C10min.30C60min	rep1	60	29	13	481539300	357265900	91312060	0.9671	0.2162	1.1832
YBR288C	APM3	42C10min.30C60min	rep1	60	3	2	4623200	5110150	388777	1.4844	0.1035	1.5879
YBR288C	APM3	42C10min.30C20min	rep1	20	2	1	931970	580400	44726	0.8843	0.0587	0.943
YBR289W	SNF5	42C10min.30C20min	rep1	20	3	2	853737	541576	15809.8	0.7653	0.0476	0.813
YBR289W	SNF5	42C10min.30C60min	rep1	60	2	2	583510	1079490	52677	2.139	0.1002	2.2392
YCL009C	ILV6	42C10min.30C0min	rep1	0	16	8	70864470	57955450	6327197	0.7729	0.0434	0.8163
YCL009C	ILV6	42C10min.30C20min	rep1	20	21	10	93254000	56116070	7269441.7	0.7649	0.0522	0.8171
YCL009C	ILV6	42C10min.30C60min	rep1	60	36	11	291502300	207890340	29743793	0.7732	0.0867	0.8599
YCL011C	GBP2	42C10min.30C0min	rep1	0	2	2	891540	255090	111095	0.2428	0.1023	0.3451
YCL011C	GBP2	42C10min.30C20min	rep1	20	2	2	1604590	248944	27918	0.2811	0.0705	0.3517
YCL011C	GBP2	42C10min.30C60min	rep1	60	2	2	1340540	1167630	258144	1.1697	0.3166	1.4864
YCL014W	BUD3	42C10min.30C20min	rep1	20	1	1	74002	38516	0	0.6743	0	0.6743
YCL014W	BUD3	42C10min.30C60min	rep1	60	2	2	1572710	616400	202652	0.4576	0.1509	0.6084
YCL016C	DCC1	42C10min.30C20min	rep1	20	1	1	566230	237070	35283	0.5424	0.0807	0.6232
YCL016C	DCC1	42C10min.30C60min	rep1	60	1	1	1271700	558990	223060	0.5126	0.2045	0.7171
YCL017C	NFS1	42C10min.30C20min	rep1	20	7	5	13208340	10356870	1623294	0.9737	0.1441	1.1178
YCL017C	NFS1	42C10min.30C60min	rep1	60	6	4	16149940	12691200	3122367.8	0.8736	0.1132	0.9868
YCL017C	NFS1	42C10min.30C0min	rep1	0	2	2	1577650	764910	189446	0.3971	0.1099	0.507
YCL026C-B	HBN1	42C10min.30C20min	rep1	20	1	1	3683400	3008300	550630	1.0581	0.1937	1.2518
YCL026C-B	HBN1	42C10min.30C60min	rep1	60	2	1	5994200	4812400	1940830	0.9703	0.386	1.3563
YCL026C-B	HBN1	42C10min.30C0min	rep1	0	1	1	3721900	3570800	95742	0.8052	0.0216	0.8268
YCL028W	RNQ1	42C10min.30C20min	rep1	20	1	1	1097600	455500	40072	0.5377	0.0473	0.585
YCL029C	BIK1	42C10min.30C60min	rep1	60	1	1	362250	190390	26895	0.6129	0.0866	0.6994
YCL030C	HIS4	42C10min.30C20min	rep1	20	20	14	50058140	39599480	2440364	0.9745	0.0712	1.0457
YCL030C	HIS4	42C10min.30C0min	rep1	0	9	4	11447969	11344060	2046124	1.0335	0.1311	1.1646
YCL030C	HIS4	42C10min.30C60min	rep1	60	23	12	139412020	119562790	23803080	0.9623	0.1384	1.1007
YCL031C	RRP7	42C10min.30C0min	rep1	0	1	1	6865400	1216400	139640	0.1487	0.0171	0.1658
YCL031C	RRP7	42C10min.30C20min	rep1	20	1	1	173000	72791	4219.4	0.5451	0.0316	0.5767
YCL033C	MXR2	42C10min.30C60min	rep1	60	2	1	5830100	4590500	1509990	0.9223	0.3012	1.2234
YCL033C	MXR2	42C10min.30C0min	rep1	0	1	1	13226000	6143100	1896300	0.3898	0.1203	0.5102
YCL034W	LSB5	42C10min.30C20min	rep1	20	3	2	678820	406889	41494	0.7902	0.0639	0.8541
YCL034W	LSB5	42C10min.30C60min	rep1	60	3	1	1634810	1141010	237703	0.7837	0.2242	1.0079
YCL035C	GRX1	42C10min.30C20min	rep1	20	8	5	47807200	26993710	3341017	0.8316	0.0671	0.8987
YCL035C	GRX1	42C10min.30C60min	rep1	60	13	5	134788200	99274500	28504800	0.8734	0.2538	1.1272
YCL035C	GRX1	42C10min.30C0min	rep1	0	3	2	9552223	5176754	430661.6	0.7369	0.0417	0.7786
YCL037C	SRO9	42C10min.30C20min	rep1	20	15	7	41482610	26727111	7417589	0.7385	0.0576	0.7961
YCL037C	SRO9	42C10min.30C60min	rep1	60	17	9	49753558	32770640	5414719.7	0.6936	0.0967	0.7904
YCL037C	SRO9	42C10min.30C0min	rep1	0	3	3	1838940	672940	130910	0.3143	0.0367	0.351
YCL040W	GLK1	42C10min.30C0min	rep1	0	29	13	141981420	130194680	33559075	0.7576	0.1068	0.8644
YCL040W	GLK1	42C10min.30C20min	rep1	20	57	22	389745512	269846011	38769103.9	0.8789	0.1127	0.9916
YCL040W	GLK1	42C10min.30C60min	rep1	60	48	21	561245720	444319600	180691001	0.898	0.3235	1.2216
YCL043C	PDI1	42C10min.30C20min	rep1	20	52	23	343877531	266062210	55225894.2	0.9777	0.0962	1.0739
YCL043C	PDI1	42C10min.30C60min	rep1	60	50	20	679150200	546379600	196995784	0.9724	0.2252	1.1976
YCL043C	PDI1	42C10min.30C0min	rep1	0	37	15	198626140	172036280	11927123.6	0.7397	0.0363	0.7761
YCL047C	POF1	42C10min.30C20min	rep1	20	1	1	344200	203990	19918	0.7678	0.075	0.8428
YCL047C	POF1	42C10min.30C60min	rep1	60	1	1	296250	317110	46580	1.2482	0.1833	1.4315
YCL050C	APA1	42C10min.30C60min	rep1	60	27	13	197101200	152731300	52625400	0.9313	0.2493	1.1806
YCL050C	APA1	42C10min.30C0min	rep1	0	8	6	33872450	19110630	1482645.8	0.4893	0.0274	0.5167
YCL050C	APA1	42C10min.30C20min	rep1	20	33	13	170871190	103883000	19878553	0.7923	0.0818	0.8741
YCL057W	PRD1	42C10min.30C20min	rep1	20	19	13	20925560	13787250	1628286	0.8641	0.0561	0.9202
YCL057W	PRD1	42C10min.30C60min	rep1	60	15	11	39016240	30929258	17130543	0.9165	0.2065	1.123
YCL057W	PRD1	42C10min.30C0min	rep1	0	2	2	2815160	2007200	752400	0.7883	0.2323	1.0205
YCL059C	KRR1	42C10min.30C20min	rep1	20	2	2	1364230	1009060	29722	0.9853	0.0238	1.009
YCL059C	KRR1	42C10min.30C60min	rep1	60	3	3	4982600	2752560	7723080	0.5754	0.4833	1.0587
YCL061C	MRC1	42C10min.30C20min	rep1	20	2	2	663060	142453	136330	0.2685	0.3776	0.6461
YCL061C	MRC1	42C10min.30C60min	rep1	60	1	1	739200	740050	149060	1.1674	0.2351	1.4026
YCR002C	CDC10	42C10min.30C20min	rep1	20	9	7	22263510	12868870	1183008	0.7397	0.0406	0.7803
YCR002C	CDC10	42C10min.30C60min	rep1	60	5	4	23974800	15729620	4028830	0.8027	0.1715	0.9742
YCR002C	CDC10	42C10min.30C0min	rep1	0	4	1	2780420	2933710	27984.9	0.8515	0.0062	0.8577
YCR005C	CIT2	42C10min.30C20min	rep1	20	2	1	537600	369710	108508	0.8947	0.261	1.1557
YCR005C	CIT2	42C10min.30C60min	rep1	60	2	1	447070	297880	157799	0.7769	0.4117	1.1886
YCR008W	SAT4	42C10min.30C60min	rep1	60	1	1	245530	288230	52799	1.3689	0.2508	1.6196
YCR009C	RVS161	42C10min.30C20min	rep1	20	2	2	3114700	2352000	619010	1.0323	0.2842	1.3165
YCR009C	RVS161	42C10min.30C60min	rep1	60	4	3	12901600	8644490	6690880	0.6648	0.2465	0.9113
YCR012W	PGK1	42C10min.30C0min	rep1	0	361	34	8671478485	9899274976	332496628.6	0.9433	0.0301	0.9734
YCR012W	PGK1	42C10min.30C20min	rep1	20	281	34	12843134158	9230267260	502501919.9	0.9199	0.0498	0.9698
YCR012W	PGK1	42C10min.30C60min	rep1	60	228	34	15760327110	11763611820	1758077279	0.8676	0.1285	0.9962
YCR014C	POL4	42C10min.30C0min	rep1	0	2	2	8874620	20891300	17564940	1.948	1.1787	3.1266
YCR014C	POL4	42C10min.30C20min	rep1	20	1	1	7629	4441900	74326	754.3394	12.6223	766.9617
YCR014C	POL4	42C10min.30C60min	rep1	60	1	1	17022000	8772500	1484900	0.601	0.1017	0.7027
YCR015C	NA	42C10min.30C60min	rep1	60	2	2	6775830	5081470	821451	0.7816	0.1626	0.9442
YCR016W	NA	42C10min.30C20min	rep1	20	1	1	1442400	625950	28346	0.5622	0.0255	0.5877
YCR016W	NA	42C10min.30C60min	rep1	60	1	1	1666000	938590	122960	0.6569	0.0861	0.743
YCR020W-B	HTL1	42C10min.30C20min	rep1	20	1	1	355270	173300	43032	0.632	0.1569	0.7889
YCR020W-B	HTL1	42C10min.30C60min	rep1	60	3	2	2948750	1972660	1132790	0.7703	0.477	1.2474
YCR020W-B	HTL1	42C10min.30C0min	rep1	0	1	1	660940	754510	118120	0.9581	0.15	1.1081
YCR026C	NPP1	42C10min.30C60min	rep1	60	1	1	236210	3305200	1206500	16.3164	5.956	22.2724
YCR028C-A	RIM1	42C10min.30C20min	rep1	20	13	5	66183050	47139990	2168701	0.8395	0.0417	0.8812
YCR028C-A	RIM1	42C10min.30C0min	rep1	0	7	2	13624031	14362480	117511	0.9865	0	0.9865
YCR028C-A	RIM1	42C10min.30C60min	rep1	60	9	3	123601900	91077700	9022760	0.8467	0.0944	0.9411
YCR030C	SYP1	42C10min.30C60min	rep1	60	4	3	6024110	4436350	1519830	0.7911	0.2802	1.0713
